review,rating,date,bank,source,sentiment_label,sentiment_score,processed_review,keywords,identified_theme(s)
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.9822685718536376,chat banking unique app alow money request,"['request', 'unique', 'chat banking']",Feature Requests
Better and inclusive app!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999285876750946,well inclusive app,"['inclusive', 'well', 'app']",Other
Amazing Application,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998698234558104,amazing application,"['amazing application', 'amazing', 'application']",Other
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen,Google Play,POSITIVE,0.996675968170166,time pay bill generate satment easily,"['generate', 'pay bill', 'easily']",Other
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999868392944336,amazing app date time wow wow,"['wow', 'amazing app', 'amazing']",Other
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9993858337402344,game change ethiopian innovation shopping meet opportunity marketplace feature connect buyer seller like,"['opportunity', 'connect', 'marketplace feature']",Feature Requests
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997283816337584,dashen super app app experience effortless powerful build future,"['powerful', 'future', 'app app']",Other
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997382760047911,amazing app uniqe quality easy fast mobile banking app,"['quality', 'easy fast', 'amazing app']","User Interface & Experience, Transaction Performance"
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996484518051147,dashen superapp lifesaver banking shopping bill super easy app new e commerce feature awesome support local merchant fast secure proudly will regret,"['support local', 'local merchant', 'new commerce']","Feature Requests, Customer Support"
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998247027397156,dashen superapp blend finance shopping daily service effortlessly new e commerce feature smooth support local merchant proud ethiopian solution,"['local merchant', 'support local', 'smooth support']",Customer Support
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998260140419006,solid step forward dashen bank superapp combine essential banking feature lifestyle service make accessible place interface smooth transaction quick reliable clear lot thought go design functionality great job,"['place interface', 'step forward', 'lot thought']",Other
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9817668795585632,dashen bank super app crucial convenient app ethiopia app compare dashen bank super app,"['bank super', 'super app', 'dashen bank']",Other
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9943593144416808,finance e commerce super app pay save shop seamlessly fast secure bankandshop,"['seamlessly', 'shop', 'finance']",Other
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.9915915727615356,hestorical app bank industry,"['industry', 'app bank', 'bank']",Other
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,Google Play,POSITIVE,0.9996839761734008,game changer ethiopian digital banking fast secure pack service need powerful app true leap financial convenience innovation,"['banking fast', 'powerful', 'pack']",Transaction Performance
"easy &,simple to use",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9968307614326476,easy simple use,"['simple use', 'simple', 'easy']",User Interface & Experience
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999881148338318,banking smart local solution place smooth fast actually save time feel like future love,"['local solution', 'smooth fast', 'save time']",Transaction Performance
"All in one, that is it 👌",5,2025-04-21,Dashen,Google Play,POSITIVE,0.8945450782775879,,[],Other
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9995104074478148,dashen bank supper app multipurpose convenient attractive life easy,"['bank supper', 'attractive', 'life easy']",User Interface & Experience
very easy and flexible app.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997106194496156,easy flexible app,"['easy', 'app']",User Interface & Experience
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998281002044678,choose dashen bank super easy use attractive feature,"['choose', 'attractive', 'super easy']",User Interface & Experience
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999518632888794,dashen super app simple fast reliable,"['simple fast', 'app simple', 'fast reliable']",Transaction Performance
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999748170375824,dashen bank super app game changer user friendly design wide range service smooth performance incredibly convenient everyday banking fast secure truly reflect bank commitment digital excellence highly recommend,"['range service', 'banking fast', 'smooth performance']","Customer Support, Transaction Performance"
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9995062351226808,app keep get well update smooth performance great ui notch security thank make banking convenient,"['make banking', 'notch', 'smooth performance']",Other
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9964408278465272,app simply use secure safe love use bank transaction,"['use', 'bank transaction', 'use secure']",Transaction Performance
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997468590736388,download app recently smooth expriance user friendly fast work expect good work,"['friendly fast', 'app recently', 'work']",Transaction Performance
An app with High performance and advanced features!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9995831847190856,app high performance advanced feature,"['app high', 'advanced', 'performance']",Other
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997954964637756,user friendly attractive user interface useful feature encourage try,"['user', 'attractive', 'user interface']",Other
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen,Google Play,NEGATIVE,0.9746389389038086,good actually work developer option,"['actually', 'developer option', 'option']",Other
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9981800317764282,convenience manage account pay bill shop online chat banking game changer app seamlessly,"['seamlessly', 'banking game', 'online']",Other
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9980393052101136,appreciate dashen bank take lifestyle service account,"['lifestyle service', 'lifestyle', 'appreciate']",Customer Support
keep it up!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998477697372437,,[],Other
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998038411140442,amazing app love dashen bank stap ahead good mobile application phone,"['mobile application', 'app love', 'good mobile']",Other
very comfortable app keep it,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999691367149353,comfortable app,['app'],Other
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999531626701355,clear detail information application help customer use app easy use app secure,"['use app', 'use', 'application help']",Customer Support
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen,Google Play,NEGATIVE,0.9068745970726012,dashen supper app mobile banking app overall appreciate notice turn developer option device app stop function properly great look issue need access developer setting application thank attention matter,"['developer', 'look issue', 'app stop']",Other
easiness to use with fast response time,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.964725911617279,easiness use fast response time,"['response time', 'use fast', 'response']","Customer Support, Transaction Performance"
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9992745518684388,new mobile banking application major upgrade incredibly user friendly clean modern design make navigation simple intuitive appreciate fast load smooth overall experience essential service like balance check transfer bill payment ea y find use add security feature peace mind app run reliably crash glitch clear lot thought go user experi,"['user', 'peace', 'app run']",Other
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9990044236183168,internal customer dashen bank superapp greatly simplify online banking experience easy use allow quickly check balance transfer money pay bill app advanced security feature highly secure ensure data protect click chat banking ips feature give smart experience deed dashen bank step ahead,"['experience', 'dashen bank', 'feature']",Feature Requests
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998193383216858,truly impressive app user friendly game changer ethiopian banking dashen super app stand innovative convenient digital banking solution ethiopia financial history smooth navigation seamless feature wide range service place,"['service place', 'range service', 'banking']",Customer Support
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9974090456962584,dashen bank super fast convenience contain thing app interesting use dashen bank super,"['bank super', 'dashen bank', 'super']",Other
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998351335525512,dashen bank super app truly elevate mobile banking experience fast user friendly pack essential feature interface clean intuitive make navigation easy time user appreciate add security feature peace mind bank dashen bank amazing job app reliable efficient improve highly recommend look seamless digital banking,"['bank', 'dashen bank', 'feature']",Feature Requests
A fantastic product!! keep the good work.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998842477798462,fantastic product good work,"['product', 'good work', 'fantastic']",Other
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998030066490172,impressed dashen super app user friendly operate efficiently budget chatbot feature impressive item purchase click,"['item', 'operate', 'efficiently']",Other
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999062716960907,dashen super app offer quick user friendly experience bring variety service like budgeting payment airtime recharge convenient platform sleek design intuitive navigation ensure effortless transaction evident dashen bank carefully craft app everyday financial activity easy great choice aim streamline digital routine,"['dashen', 'like budgeting', 'app offer']",Other
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9988586902618408,dashen supper app useful app customer,"['app useful', 'useful app', 'dashen supper']",Other
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998717308044434,amazing mobile app,"['mobile app', 'amazing', 'mobile']",Other
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999788463115692,good fast supper app thank dashen bank,"['good fast', 'thank dashen', 'app thank']",Transaction Performance
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9993189573287964,dear user dashen bank super app dashen bank super app truly game changer app incredibly fast reliable encounter delay transaction feature absolutely love chat banking make everyday task like check balance transfer money simple send quick message budgeting tool huge help track spending give clear,"['bank super', 'super app', 'dashen bank']",Other
Too best,1,2025-04-21,Dashen,Google Play,POSITIVE,0.877548098564148,good,['good'],Other
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9985912442207336,dashen bank super use app make easy fast convinent,"['make easy', 'easy fast', 'app make']","User Interface & Experience, Transaction Performance"
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,POSITIVE,0.987091064453125,join digital world use supper app life easy,"['app life', 'world', 'life easy']",User Interface & Experience
best mobile banking application,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996380805969238,good mobile banking application,"['banking application', 'good mobile', 'mobile banking']",Other
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998156428337096,banking superapp incredibly design design appearance app overall experience app fantastic app pack feature banking e commerce budget setting option super useful manage money run smoothly love convenient daily life huge kudo dashen bank truly live motto step ahead,"['design', 'overall experience', 'run smoothly']",User Interface & Experience
best mobile banking application,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996380805969238,good mobile banking application,"['banking application', 'good mobile', 'mobile banking']",Other
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9981945157051086,amazed idea e commerce service banking app mean step ahead include kind product soon possible,"['soon possible', 'mean', 'idea']",Other
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play,NEGATIVE,0.8835362792015076,expect service dashen bank like slogan,"['expect', 'service', 'dashen bank']",Customer Support
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997934699058532,dashen supapp contemporary application offer great experience enable user perform multiple task single platform chat friend transfer money pay bill app kind ethiopian banking industry make remarkable opportunity entrepreneur work app base sale software marketing good job dashen bank,"['dashen', 'job dashen', 'opportunity']",Other
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999823272228241,dashen super app give amazing convenience make life easy,"['make life', 'life easy', 'convenience']",User Interface & Experience
excellent mobile banking app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998179078102112,excellent mobile banking app,"['excellent', 'banking app', 'mobile banking']",Other
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9985873699188232,wow like super app,"['wow', 'super app', 'super']",Other
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9926958084106444,dashen supper app special ይምቾቱ ይለያያል,"['special', 'dashen supper', 'supper app']",Other
convenient and fast,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9996170997619628,convenient fast,"['convenient', 'fast']",Transaction Performance
Best- in-class app.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999584972858429,class app,['app'],Other
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997171759605408,like amazing application dashen supper app life easy,"['like amazing', 'app life', 'dashen supper']",Other
Superb,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998656511306764,superb,['superb'],Other
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998817443847656,amazing feature fast easy use,"['fast easy', 'easy use', 'amazing']","User Interface & Experience, Transaction Performance"
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,POSITIVE,0.999481737613678,dashen super app offer modern user friendly experience leverage late technological advancement deliver seamless e commerce platform,"['technological advancement', 'app offer', 'advancement']",Other
Best App!,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9997498393058776,good app,"['good app', 'good', 'app']",Other
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play,POSITIVE,0.999868392944336,love good mobile banking app banking industry,"['banking', 'banking industry', 'industry']",Other
I love this app,5,2025-04-21,Dashen,Google Play,POSITIVE,0.9998608827590942,love app,"['love app', 'love', 'app']",Other
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,NEGATIVE,0.9980541467666626,working hulum information asgebiche continue accept yemilew button ayeseram phone samsung,"['phone samsung', 'samsung', 'information']",Other
good,5,2025-04-20,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
waw no idea the best app.,5,2025-04-19,Dashen,Google Play,NEGATIVE,0.9923465251922609,waw idea good app,"['idea', 'waw', 'good app']",Other
fast best app,5,2025-04-19,Dashen,Google Play,POSITIVE,0.999737560749054,fast good app,"['fast', 'good app', 'good']",Transaction Performance
Nice App,5,2025-04-18,Dashen,Google Play,POSITIVE,0.9998061060905457,nice app,"['nice app', 'nice', 'app']",Other
nice app ever,5,2025-04-17,Dashen,Google Play,POSITIVE,0.9998384714126588,nice app,"['nice app', 'nice', 'app']",Other
good,5,2025-04-17,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,NEGATIVE,0.9997677206993104,disappointing app close frequently unstable function,"['app close', 'function', 'frequently']",Other
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play,NEGATIVE,0.9992289543151855,feature rich absolutely speed painfully slow seriously communicate server mar,"['rich', 'painfully', 'painfully slow']",Transaction Performance
nic app,5,2025-04-16,Dashen,Google Play,POSITIVE,0.9797857403755188,nic app,"['nic', 'app']",Other
Nice,5,2025-04-16,Dashen,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play,POSITIVE,0.99978905916214,dashen super app deliver remarkably fast highly secure exceptionally user friendly experience establish lead application stay ahead dashen bank,"['dashen', 'lead', 'highly secure']",Other
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play,POSITIVE,0.9998642206192015,far good person customer service amazing,"['far good', 'person', 'customer service']",Customer Support
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,NEGATIVE,0.9958034157752992,app backward work work hour hour great,"['hour', 'work', 'great']",Other
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,NEGATIVE,0.7850590348243713,ምርጫዬ ነው,['ነው'],Other
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,NEGATIVE,0.9996840953826904,bad connection day work,"['connection', 'day', 'bad']",Other
it's samart,5,2025-04-10,Dashen,Google Play,POSITIVE,0.9992457628250122,samart,[],Other
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,NEGATIVE,0.999715268611908,app work properly,"['work properly', 'properly', 'app work']",Other
it is very good app,5,2025-04-10,Dashen,Google Play,POSITIVE,0.9998699426651,good app,"['good app', 'good', 'app']",Other
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,NEGATIVE,0.9996039271354676,disappointing experience dashen bank super service app slow take forever load transaction incredibly frustrating additionally generate receipt transaction make difficult track expense reach customer support response time long expect overall hope well experience find service lacking need improvement,"['experience', 'service', 'transaction']","Customer Support, Transaction Performance"
slow cumbersome,3,2025-04-08,Dashen,Google Play,NEGATIVE,0.9997989535331726,slow cumbersome,['slow'],Transaction Performance
Is really 💀,2,2025-04-08,Dashen,Google Play,POSITIVE,0.9858713746070862,,[],Other
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,NEGATIVE,0.9997294545173644,slow send otp reliable crush time need improvement way,"['crush', 'otp', 'need improvement']",Other
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,NEGATIVE,0.9996976852416992,bad mobile banking experience work need randomly update warn transaction want nightmare rely main banking option especially lot money account lucky infuriate able access money need,"['money', 'need', 'lucky']",Other
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,NEGATIVE,0.9981010556221008,experience app bank ethiopia dashen sup like old version application give star low speed login processing,"['sup', 'old', 'low']",Other
proud by dashen bank,5,2025-04-06,Dashen,Google Play,POSITIVE,0.9998666048049928,proud dashen bank,"['proud dashen', 'proud', 'dashen bank']",Other
best,5,2025-04-06,Dashen,Google Play,POSITIVE,0.9997941851615906,well,['well'],Other
best of best,5,2025-04-05,Dashen,Google Play,POSITIVE,0.9997496008872986,good good,"['good good', 'good']",Other
nice,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,NEGATIVE,0.9994447827339172,app work turn developer mode phone take right use,"['developer mode', 'right', 'mode']",Other
real super up,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998282194137572,real super,"['real', 'super']",Other
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,NEGATIVE,0.99936181306839,disappointing fix soon possible expect dashin bank fix,"['fix', 'soon possible', 'bank fix']",Other
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play,NEGATIVE,0.999297022819519,dashen bank worker hide atm card big problem,"['hide', 'big problem', 'card']",Other
good,5,2025-04-04,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
tanku,5,2025-04-04,Dashen,Google Play,NEGATIVE,0.9159653186798096,tanku,[],Other
very nice,5,2025-04-04,Dashen,Google Play,POSITIVE,0.9998563528060912,nice,['nice'],Other
perfect,5,2025-04-03,Dashen,Google Play,POSITIVE,0.9998517036437988,perfect,['perfect'],Other
goood,5,2025-04-02,Dashen,Google Play,NEGATIVE,0.9943867921829224,goood,['goood'],Other
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,NEGATIVE,0.9958769083023072,ask pin opt opt touch let,"['opt', 'touch', 'pin']",Other
it is best app easy to use,5,2025-04-01,Dashen,Google Play,POSITIVE,0.9864110350608826,good app easy use,"['app easy', 'easy use', 'easy']",User Interface & Experience
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,POSITIVE,0.9997655749320984,easy use powerful application,"['powerful', 'easy use', 'application']",User Interface & Experience
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,Google Play,NEGATIVE,0.997230589389801,app good feature feature like developer mode turn irritate user,"['feature', 'good feature', 'feature like']",Feature Requests
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,POSITIVE,0.989782691001892,mobile banking app access account easily able information easily exchage rate able chat able budget able transfer bank dashen able access account single app able pay bill qr scan able payment order delivery item single app step ahead,"['able', 'single app', 'single']",Other
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play,POSITIVE,0.999818742275238,wallahi fantastic bank,"['fantastic', 'bank']",Other
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play,POSITIVE,0.99986732006073,waw amazing app thank dashen bank,"['thank dashen', 'app thank', 'waw']",Other
ok,5,2025-03-30,Dashen,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
nice app,5,2025-03-29,Dashen,Google Play,POSITIVE,0.9998061060905457,nice app,"['nice app', 'nice', 'app']",Other
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play,POSITIVE,0.9992021918296814,dashen bank super app game changer app super fast reliable issue transaction delay favorite feature chat banking make easy thing like check balance transfer money type quick message budgeting tool useful help track spending give clear picture,"['super', 'quick message', 'spending give']",Other
good,5,2025-03-28,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
nice application,4,2025-03-27,Dashen,Google Play,POSITIVE,0.9998229146003724,nice application,"['nice application', 'application', 'nice']",Other
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play,POSITIVE,0.9998027682304382,good app like b c fast easy use,"['fast easy', 'app like', 'easy use']","User Interface & Experience, Transaction Performance"
best experiences,5,2025-03-26,Dashen,Google Play,POSITIVE,0.9992781281471252,good experience,"['experience', 'good']",Other
too slow to use.,1,2025-03-26,Dashen,Google Play,NEGATIVE,0.9997276663780212,slow use,"['slow', 'use']",Transaction Performance
ጥሩ ነው,5,2025-03-25,Dashen,Google Play,NEGATIVE,0.7850590348243713,ጥሩ ነው,"['ጥሩ ነው', 'ጥሩ', 'ነው']",Other
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,NEGATIVE,0.9997721314430236,bad app market good ui,"['good ui', 'ui', 'bad app']",User Interface & Experience
nic,5,2025-03-22,Dashen,Google Play,POSITIVE,0.9977141618728638,nic,['nic'],Other
